,Datetime,ScripName,V15D_SD,V30D_SD,V45D_SD,R03D_DR,R15D_DR,R30D_DR,R45D_DR,K,D,oversold,overbought,weighted_vol,weighted_daily_return,stochastic_signal
31,2024-12-27,LT,0.0112901425567069,0.013679179698437516,0.013791717532742762,-0.005342252401410504,-0.004166123061234787,-0.0007464301754486049,-0.00027732282533789946,6.285072951739642,8.272540216984694,1,0,0.012268264980260197,-0.0036813691305757207,0
32,2024-12-27,TATACONSUM,0.014090437034417588,0.014291475630701817,0.014993180280293538,8.829462633006483e-05,-0.00559808830728718,-0.0036535814644930702,-0.0031669076083248545,19.304812834224673,22.21033868092697,0,0,0.014311193402849625,-0.0021228774020235035,0
33,2024-12-27,WIPRO,0.014285629643610076,0.013658448670853574,0.013743926845561503,0.0020933644518888934,0.002700520382285372,0.0006488077793131146,0.00079958647705271,43.047619047619094,48.046605876393095,0,0,0.01405185288944906,0.001796506505969415,0
34,2024-12-27,TITAN,0.010073070968631012,0.013877046268223031,0.013804045513214755,-0.00829043114699634,-0.0011156768981169366,0.0019471612330963105,0.0008361453978858477,5.064523983442949,17.163085055412857,1,0,0.011580060937466165,-0.003895304166713711,0
35,2024-12-27,BPCL,0.016297608584219588,0.014975585723588572,0.016363060781250598,0.0016229641013144472,-0.00026542104287945574,-0.0037872945471613844,-0.003480278303758526,50.37174721189599,37.85625774473363,0,0,0.016046294451499583,-0.00034708889772679704,0
36,2024-12-27,INFY,0.010021265897468943,0.012096238972374539,0.0126362741721024,-0.00207489946479707,0.00022903379536817897,0.00031073324188256454,0.0013086033984362083,40.492640432562375,39.827108066656294,0,0,0.010959262167376754,-0.0007986359851047656,0
37,2024-12-27,SUNPHARMA,0.007695732911414261,0.011782752550194146,0.012645239172903432,0.008104084239324372,-0.0005937460605974136,-0.001673219388821526,-0.0029081010859700195,94.78873239436614,81.98424820406294,0,1,0.009503038091468073,0.003307838921181396,0
38,2024-12-27,TCS,0.01185755761800439,0.015615657180600933,0.014837944219375917,0.0006297557256699785,-0.0032612607543048384,-0.0005779814574998441,0.0007580677238993686,14.263157894737034,14.22807017543875,1,0,0.013205254850798005,-0.0003771638071360104,0
39,2024-12-27,MARUTI,0.008681467558586288,0.009486769979615258,0.01226430769549057,0.0021533275771277206,-0.001010551446553594,-0.0008835902018044043,-0.002323272884494883,26.26929871725936,12.927908139241254,0,0,0.009559096070172938,0.0004655081704427724,0
40,2024-12-27,HCLTECH,0.009588766268961393,0.011509469077864388,0.013327142218539098,-0.004461974262554268,-7.069804559344875e-05,0.00037565050854070824,0.0001659317886809577,15.421558164354364,17.905276332562597,1,0,0.010720582020657532,-0.0021534034598195864,0
41,2024-12-27,COALINDIA,0.009791210223028679,0.009876613457584364,0.012003321725861828,-0.005592981222970935,-0.008007117862212386,-0.006464701400134146,-0.006821916811945065,14.87804878048786,10.010207370796204,1,0,0.010250713170506444,-0.006373046145149281,1
42,2024-12-27,ULTRACEMCO,0.01011351766966252,0.01659290642735506,0.015020522201022748,-0.002389279414334669,-0.002835600837815561,0.003021239441378683,0.002330773780514703,15.55774804217791,10.697277609410387,1,0,0.012390796327473074,-0.0009244346084032397,1
